,text,label
852,The interval between Ix8z and zW7H must not be 7 units apart in absolute terms.,17
853,The interval between A4msP and tI9v must be greater than 344 units apart in absolute terms.,12
854,The interval between cK2nd and hB67F must be greater than or equal to 25 units apart in absolute terms.,14
855,The interval between H3na and K2mjO must be less than 60 units apart in absolute terms.,13
856,The interval between sD4fl and ZK9jR must be less than or equal to 70 units apart in absolute terms.,15
857,"The separation between L7oQA and R4dP must not be equal to 6, absolute in value.",17
858,"The separation between tV6qZ and mI2Y must be greater than 6, absolute in value.",12
859,"The separation between nF4jH and hK8rU must be less than 10, absolute in value.",13
860,"The separation between W3DkM and Y2tP must be less than or equal to 12, absolute in value.",15
861,The absolute difference between U3vH and nY8k must not equal 4 units.,17
862,The absolute difference between Lx6fR and O4hVB should be greater than 4 units.,12
863,The absolute difference between R8gPT and C3mU should be greater than or equal to 6 units.,14
864,The absolute difference between yV9nX and qA4jM should be less than 8 units.,13
865,The absolute difference between kS7aL and tW3fD should be less than or equal to 10 units.,15
866,Make sure there is a distance of at least 5 between xI4E and Z2sC.,14
867,Make sure there is a gap of more than 18 between lP9 and v3M.,12
868,Ensure a span greater than or equal to 2 is maintained between lT3fH and jZ4mB.,14
869,Keep a gap less than or equal to 6 units between J4bB and iL9jT.,15
870,Ensure a distance greater than 334 is maintained between F3jU and qH9o.,12
871,Ensure a span greater than 9 is maintained between pF2h and bN7kZ.,12
872,Ensure a distance that equals 32 is maintained between pY2Zt and qJ8Hk.,16
873,Keep a gap less than 9 units between tP7xU and xH3vM.,13
874,Ensure a distance of exactly 8 is not maintained between mJ9H and nK7Y.,17
875,Keep a gap greater than or equal to 7 units between F3kR and mO2qT.,14
876,Keep a gap greater than 5 units between bT6z and hL3rM.,12
877,Ensure a distance less than or equal to 6 is maintained between V9kb and jC2N.,15
878,Ensure a span less than or equal to 5 is maintained between rV8cL and mT2zQ.,15
879,Keep a gap different than 4 units between gK9nV and sI5xJ.,17
880,Ensure a distance less than 3 is maintained between oT9x and pR2V.,13
881,Ensure a span less than 6 is maintained between gO7fD and hM2eC.,13
882,A should be greater than 9,18
883,U must be greater than 13,18
884,The quantity Ypsilon must surpass 0.,18
885,Ensure that Bravo is of a magnitude greater than 9.,18
886,It is imperative that Tango exceeds a value of 3.,18
887,The condition demands that Gamma surpasses -4.,18
888,The threshold for H3 must be set higher than 6.,18
889,The stipulation necessitates that Juliet is greater than -77.,18
890,The prescribed requirement is that Kilo exceeds 23.,18
891,It is a requirement for cc9 to be greater than 344.,18
892,Charlie8 needs to have a magnitude greater than 39.,18
893,I must attain a value greater than 67.,18
894,It is necessary for J to be greater than -7.,18
895,It is essential that MK be above 23 in value.,18
896,Y must exceed 92.,18
897,Z should be greater than 45.,18
898,Q needs to be greater than 60.,18
899,V must be higher than 55.,18
900,U23 should surpass 82.,18
901,T needs to be greater than 63.,18
902,R should exceed 47.,18
903,S must be greater than 71.,18
904,P needs to surpass 66.,18
905,O should be greater than 38.,18
906,ABC must be greater than 123.,18
907,XYZ should exceed 456.,18
908,LMN needs to be higher than 789.,18
909,DEF must be greater than 234.,18
910,GHI should surpass 567.,18
911,JKL needs to be greater than 890.,18
912,T6W must be larger than 9 in magnitude.,18
913,The criterion stipulates that OS should exceed 13.,18
914,the value of cell1 should be greater than 23,18
915,the temperature of the room 3 must be greater than 24,18
916,the value of po81 must be greater than 10,18
917,The quantity in box3 should exceed 100 units.,18
918,The speed of the car1 must surpass 80 kilometers per hour.,18
919,"The sales revenue for the month5 should be higher than $10,000.",18
920,The length of the roe must extend beyond 2 meters.,18
921,The level of humidity in the greenhouse9 should rise above 70%.,18
922,The number of likes on the post 19 needs to exceed 500.,18
923,sion3 must be greater than 5.,18
924,The time taken to complete the task 6 should be longer than 30 minutes.,18
925,esy2 should exceed 100.,18
926,buig 4 needs to surpass 50 stories.,18
927,vion9 must be higher than 60.,18
928,ster2 should be greater than 6.,18
929,The score in the game10 needs to exceed 100 points.,18
930,"The attendance at the event 1 must surpass 1,000 participants.",18
931,A9 should be equal to or greater than 13.,20
932,S8 must be equal to or greater than 15.,20
933,able7 needs to be equal to or greater than -3.,20
934,The value of Alpa should be greater than or equal to 14.,20
935,The quantity ylon must be greater than or equal to 12.,20
936,Ensure that bra is of a magnitude greater than or equal to 17.,20
937,Eclipse3 must be greater than or equal to 23.,20
938,V3 must be of a magnitude greater than or equal to -1.,20
939,"The quantity 2YP must exceed or equal 12, crossing the required threshold.",20
940,"ZT needs to be above or equal to -1, establishing itself above this limit.",20
941,Ensure that BR is of a magnitude greater than or equal to 34 for optimal results.,20
942,It is imperative that TG exceeds or equals a value of 67.,20
943,The value of cellX should be greater than or equal to 23.,20
944,The temperature of roomY must be greater than or equal to 24.,20
945,The value of lyZ must be greater than or equal to 10.,20
946,The quantity in bxA should exceed or equal 100 units.,20
947,The speed of arB must surpass or equal 80 kilometers per hour.,20
948,mthC should be higher than or equal to 10000.,20
949,The length of reD must extend beyond or equal 2 meters.,20
950,The level of humidity in grseE should rise above or equal to 70%.,20
951,pstF needs to exceed or equal 500.,20
952,sonG must be greater than or equal to 5.,20
953,tkH should be longer than or equal to 30 minutes.,20
954,"The population of iI should exceed or equal 100,000 inhabitants.",20
955,The weight of packageP should be above or equal to 5 kilograms.,20
956,"The value of stock portfolioQ must be greater than or equal to 10,000 dollars.",20
957,The capacity of storageTankX should exceed or equal 100 liters.,20
958,The maximum speed of vehicleY must surpass or equal 80 miles per hour.,20
959,peZ must be longer than or equal to 2,20
960,The number of followers on socialA must exceed or equal 500.,20
961,B must exceed or equal 92.,20
962,C should be greater than or equal to 45.,20
963,vF needs to be greater than or equal to 60.,20
964,H9K2J must be higher than or equal to 55.,20
965,P2Mx should surpass or equal 82.,20
966,ABsC must be greater than or equal to 123.,20
967,aYZ should exceed or equal to 456.,20
968,LvMN needs to be higher than or equal to 789.,20
969,nDF must be greater than or equal to 234.,20
970,GgHI should surpass or equal to 567.,20
971,JKdL needs to be greater than or equal to 890.,20
972,The length of the rope 2 must extend beyond or equal 2 meters.,20
973,The level of humidity in the sdfc9 should rise above or equal 70%.,20
974,feez 19 needs to exceed or equal 500.,20
975,solon3 must be greater than or equal to 5.,20
976,tsx6 should be longer than or equal 30 minutes.,20
977,man should be greater or equal to 6,20
978,the lion must be greater than or equal to 19,20
979,ci2 should exceed or equal 100 000,20
980,alpha should be less than 5.,19
981,Foxtrot must be less than 7.,19
982,ble5 needs to be less than -3.,19
983,The quantity Omega must not exceed -2.,19
984,Ensure that e is of a magnitude less than 6.,19
985,It is imperative that sierra is below a value of 2.,19
986,The condition demands that delta is below -3.,19
987,The threshold for l must be set lower than 4.,19
988,The stipulation necessitates that Hotel is less than -70.,19
989,The prescribed requirement is that November is below 20.,19
990,It is a requirement for W to be less than 320.,19
991,Golf9 needs to have a magnitude less than 35.,19
992,I443 must attain a value less than 60.,19
993,It is necessary for jsfh to be less than -5.,19
994,It is essential that m is below 20 in value.,19
995,Uniform must exceed 85.,18
996,Victor should be less than 40.,19
997,Papa needs to be less than 55.,19
998,ray must be higher than 50.,18
999,Yankee should surpass 77.,18
1000,Fd9 should be less than 80.,19
1001,Dn1 must be below 60.,19
1002,Lx7 must be less than 90.,19
1003,r2K5 needs to be lower than 70.,19
1004,sld should not exceed 50.,19
1005,XYsZ should be less than 500.,19
1006,LMfN must not surpass 700.,19
1007,dEsF should be lower than 400.,19
1008,GcHI should not exceed 600.,19
1009,NV must be smaller than 9 in magnitude.,19
1010,conservatory7 should be below 60.,19
1011,ksld should be fewer than 700.,19
1012,solution6 must be less than 8.,19
1013,ta3 should be less than 25.,19
1014,dty should be less than 20000.,19
1015,building 2 should be below 60.,19
1016,election8 must be less than 50.,19
1017,water should be less than 5.,19
1018,The qa 11 should be less than 150.,19
1019,The eves must be less than 2000.,19
1020,hothouse8 should not exceed 25.,19
1021,efkgi 16 should be less than 300.,19
1022,solu must be less than 4.,19
1023,t 5 should be less than 15.,19
1024,"c 3 should be less than 80,000.",19
1025,b6 should be below 40.,19
1026,e10 must be less than 30.,19
1027,ater 9 should be less than 45.,19
1028,gme13 should be less than 75.,19
1029,ent 2 must be fewer than 800.,19
1030,pha should be less than or equal to 3.,21
1031,oxrot must be less than or equal to 5.,21
1032,ie2 needs to be less than or equal to -1.,21
1033,The quantity O must be less than or equal to -2.,21
1034,Ensure that eq1 is of a magnitude less than or equal to 4.,21
1035,It is imperative that sa 22 is below or equal a value of 1.,21
1036,The condition demands that l2ta is below or equal to -2.,21
1037,j must be set lower than or equal to 3.,21
1038,Hl2 is less than or equal to -60.,21
1039,vember9 is below or equal to 15.,21
1040,mp must be less than or equal to 300.,21
1041,f6 needs tobe less than or equal to 30.,21
1042,M 9 must attain a value less than or equal to 55.,21
1043,enj must be less than or equal to -3.,21
1044,at needs to be below or equal to 18 in value.,21
1045,fosrm must be less or equal to 80.,21
1046,ossr should be less than or equal to 35.,21
1047,pa needs to be less than or equal to 50.,21
1048,qsy must be less than or equal 55.,21
1049,kee should be less than or equal to 75.,21
1050,d should be less than or equal to 75.,21
1051,w must be below or equal to 55.,21
1052,r must be less than or equal to 85.,21
1053,u needs to be lower than or equal to 65.,21
1054,pp88 should be less than or equal to 45.,21
1055,sZ should be less than or equal to 450.,21
1056,cN must be less than or equal to 650.,21
1057,XXw should be lower than or equal to 375.,21
1058,BMW should be less than or equal to 550.,21
1059,Be must be smaller than or equal to 7 in magnitude.,21
1060,xsry 7 should be below or equal to 50.,21
1061,sost should be fewer than or equal to 600.,21
1062,oson6 must be less than or equal to 7.,21
1063,sk3 should be less than or equal to 20.,21
1064,"ts234 should be less than or equal to 150,000.",21
1065,Bu222 should be below or equal to 50.,21
1066,t218 must be less than or equal to 40.,21
1067,z2er should be less than or equal to 4.,21
1068,ge 11 should be less than or equal to 130.,21
1069,dzs must be less than or equal to 1800.,21
1070,se 8 should be less than or equal to 20.,21
1071,s 16 should be less than or equal to 280.,21
1072,Sn7 must be less than or equal to 3.,21
1073,Tw5 should be less than or equal to 12.,21
1074,"G3 should be less than or equal to 70,000.",21
1075,B88 should be below or equal to 35.,21
1076,kls must be less than or equal to 25.,21
1077,wer should be less than or equal to 40.,21
1078,op should be less than or equal to 70.,21
1079,MA90 must be fewer than or equal to 750.,21
1080,xa should equal 2.,22
1081,Ot must equal 4.,22
1082,q2 needs to equal -2.,22
1083,M9x must equal -1.,22
1084,q1 is of a magnitude equal to 3.,22
1085,It is imperative that zee 22 equals a value of 2.,22
1086,The condition demands that pink equals -1.,22
1087,d must be set equal to 2.,22
1088,l2 is equal to -55.,22
1089,N9 is equal to 12.,22
1090,MSp must equal 280.,22
1091,PMMS6 needs to be equal to 25.,22
1092,SAZ 9 must attain a value equal to 50.,22
1093,Ensqj must be equal to -4.,22
1094,szst needs to be equal to 15 in value.,22
1095,srm must be equal to 75.,22
1096,Khalid should be equal to 30.,22
1097,Karim needs to be equal to 45.,22
1098,Employee must be equal to 50.,22
1099,director should be equal to 70.,22
1100,Watson must be equal to 50.,22
1101,reel must be equal to 80.,22
1102,united2 needs to be equal to 60.,22
1103,pks should be equal to 40.,22
1104,seat should be equal to 400.,22
1105,co3 must be equal to 600.,22
1106,nor 15 should be equal to 350.,22
1107,waiter should be equal to 500.,22
1108,bee 9 must be equal to 6 in magnitude.,22
1109,dice9 should be equal to 45.,22
1110,sweet1 should be equal to 500.,22
1111,oa must be equal to 6.,22
1112,knighte should be equal to 15.,22
1113,"town1 should be equal to 140,000.",22
1114,bull2 should be equal to 45.,22
1115,eater must be equal to 35.,22
1116,highland should be equal to 3.,22
1117,garage should be equal to 120.,22
1118,pbd must be equal to 1700.,22
1119,df should be equal to 15.,22
1120,sdf6 should be equal to 260.,22
1121,v7 must be equal to 2.,22
1122,qd5 should be equal to 10.,22
1123,"ve3 should be equal to 65,000.",22
1124,Be8 should be equal to 30.,22
1125,desp must be equal to 20.,22
1126,lkR should be equal to 35.,22
1127,tk should be equal to 60.,22
1128,yu90 must be equal to 700.,22
1129,h should not equal 5.,23
1130,dt must not equal 8.,23
1131,kl2 needs to not equal -3.,23
1132,nr must not equal -2.,23
1133,KK is of a magnitude not equal to 6.,23
1134,It is imperative that king90 not equals a value of 4.,23
1135,The condition demands that nddk not equal -2.,23
1136,ml must be set not equal to 4.,23
1137,P5 is not equal to -60.,23
1138,the hou32 is not equal to 18.,23
1139,masters must be different than 320.,23
1140,MS6 needs to be different than 30.,23
1141,qsZ 9 must be different than 55.,23
1142,Esj must be different than -6.,23
1143,evgt needs to be different than 20 in value.,23
1144,Fsr must be different than to 80.,23
1145,Kim needs to be distinct than to 50.,23
1146,Eoyee must not be equal to 55.,23
1147,iretor should not be equal to 75.,23
1148,Gogo should not be equal to 75.,23
1149,Wafon must not be equal to 55.,23
1150,fel must not be equal to 90.,23
1151,nied2 needs to not be equal to 70.,23
1152,zdks should not be equal to 45.,23
1153,ue should not be equal to 450.,23
1154,ow3 must not be equal to 650.,23
1155,orf15 should not be equal to 375.,23
1156,Wafer3 should not be equal to 550.,23
1157,biggye2 must not be equal to 7 in magnitude.,23
1158,eo should not be equal to 50.,23
1159,Sw1 should not be equal to 550.,23
1160,OZ must not be equal to 7.,23
1161,ighte should not be equal to 18.,23
1162,"n1 should not be equal to 150,000.",23
1163,ll2 should not be equal to 55.,23
1164,ter1 must not be equal to 40.,23
1165,Hland9 should not be equal to 4.,23
1166,Ge3 should not be equal to 130.,23
1167,Ebd must not be equal to 1800.,23
1168,tate2 should not be equal to 20.,23
1169,OI6 should not be equal to 280.,23
1170,EK must not be equal to 3.,23
1171,fnk should not be equal to 12.,23
1172,"de should not be equal to 70,000.",23
1173,zhte8 should not be equal to 35.,23
1174,MpD must not be equal to 25.,23
1175,LZR should not be equal to 40.,23
1176,p3 should not be equal to 70.,23
1177,u90 must not be equal to 750.,23
