,problem,problem_entities
142,The separation between C3hGF and D7oJfd should be precisely 77.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""C3hGF""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 39, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""D7oJfd""}, {""start"": 39, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 47, ""end"": 59, ""type"": ""DisteqValue"", ""entity"": ""be precisely""}, {""start"": 60, ""end"": 62, ""type"": ""Parameter"", ""entity"": ""77""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
143,The separation between E3gkD and F7deOj should be less than 35.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""E3gkD""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 39, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""F7deOj""}, {""start"": 39, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 50, ""end"": 59, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 60, ""end"": 62, ""type"": ""Parameter"", ""entity"": ""35""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
144,The measure of separation between UV and V29nH should be less than or equal to 668.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 36, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""UV""}, {""start"": 36, ""end"": 40, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 41, ""end"": 46, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""V29nH""}, {""start"": 46, ""end"": 56, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 57, ""end"": 78, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 79, ""end"": 82, ""type"": ""Parameter"", ""entity"": ""668""}, {""start"": 82, ""end"": 82, ""type"": ""DESC"", ""entity"": "".""}]"
145,The separation between G3KbV and H7dRTW should be less than or equal to 453.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""G3KbV""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 39, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""H7dRTW""}, {""start"": 39, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 50, ""end"": 71, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 72, ""end"": 75, ""type"": ""Parameter"", ""entity"": ""453""}, {""start"": 75, ""end"": 75, ""type"": ""DESC"", ""entity"": "".""}]"
146,The measure of separation between ON1vC and S2zRx should be greater than 988.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 39, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""ON1vC""}, {""start"": 39, ""end"": 43, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 44, ""end"": 49, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""S2zRx""}, {""start"": 49, ""end"": 59, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 60, ""end"": 72, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 73, ""end"": 76, ""type"": ""Parameter"", ""entity"": ""988""}, {""start"": 76, ""end"": 76, ""type"": ""DESC"", ""entity"": "".""}]"
147,The separation between I3wD and J7e3S should be greater than 243.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 27, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""I3wD""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 32, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""J7e3S""}, {""start"": 37, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 48, ""end"": 60, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 61, ""end"": 64, ""type"": ""Parameter"", ""entity"": ""243""}, {""start"": 64, ""end"": 64, ""type"": ""DESC"", ""entity"": "".""}]"
148,The measure of separation between Country1Pq and og2AB should be greater than or equal to 4.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 44, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Country1Pq""}, {""start"": 44, ""end"": 48, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 49, ""end"": 54, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""og2AB""}, {""start"": 54, ""end"": 64, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 65, ""end"": 89, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 90, ""end"": 91, ""type"": ""Parameter"", ""entity"": ""4""}, {""start"": 91, ""end"": 91, ""type"": ""DESC"", ""entity"": "".""}]"
149,The separation between K3bQz and L7o9Jp should be greater than or equal to 45.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""K3bQz""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 39, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""L7o9Jp""}, {""start"": 39, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 50, ""end"": 74, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 75, ""end"": 77, ""type"": ""Parameter"", ""entity"": ""45""}, {""start"": 77, ""end"": 77, ""type"": ""DESC"", ""entity"": "".""}]"
150,The measure of separation between KfD1hR and Pg1x9j2W should equal 444.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 40, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""KfD1hR""}, {""start"": 40, ""end"": 44, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 45, ""end"": 53, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Pg1x9j2W""}, {""start"": 53, ""end"": 60, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 61, ""end"": 66, ""type"": ""DisteqValue"", ""entity"": ""equal""}, {""start"": 67, ""end"": 70, ""type"": ""Parameter"", ""entity"": ""444""}, {""start"": 70, ""end"": 70, ""type"": ""DESC"", ""entity"": "".""}]"
151,The measure of separation between P3rTy and eLgHm2r should be less than 23.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 39, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""P3rTy""}, {""start"": 39, ""end"": 43, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 44, ""end"": 51, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""eLgHm2r""}, {""start"": 51, ""end"": 61, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 62, ""end"": 71, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 72, ""end"": 74, ""type"": ""Parameter"", ""entity"": ""23""}, {""start"": 74, ""end"": 74, ""type"": ""DESC"", ""entity"": "".""}]"
152,The distance between Qs7T and VjP4zH should be dissimilar to 10.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Qs7T""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 36, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""VjP4zH""}, {""start"": 36, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 47, ""end"": 60, ""type"": ""DistneValue"", ""entity"": ""dissimilar to""}, {""start"": 61, ""end"": 63, ""type"": ""Parameter"", ""entity"": ""10""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
153,The distance between Lm6Fw and Gk1vXjZs should be dissimilar to 234.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Lm6Fw""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 39, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Gk1vXjZs""}, {""start"": 39, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 50, ""end"": 63, ""type"": ""DistneValue"", ""entity"": ""dissimilar to""}, {""start"": 64, ""end"": 67, ""type"": ""Parameter"", ""entity"": ""234""}, {""start"": 67, ""end"": 67, ""type"": ""DESC"", ""entity"": "".""}]"
154,The distance between Z3Gt and Pq4yH should be exactly 10.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Z3Gt""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 35, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Pq4yH""}, {""start"": 35, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 43, ""end"": 53, ""type"": ""DisteqValue"", ""entity"": ""be exactly""}, {""start"": 54, ""end"": 56, ""type"": ""Parameter"", ""entity"": ""10""}, {""start"": 56, ""end"": 56, ""type"": ""DESC"", ""entity"": "".""}]"
155,The separation between Qp7rL and Zg9KtF should be precisely 244.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Qp7rL""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 39, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Zg9KtF""}, {""start"": 39, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 47, ""end"": 59, ""type"": ""DisteqValue"", ""entity"": ""be precisely""}, {""start"": 60, ""end"": 63, ""type"": ""Parameter"", ""entity"": ""244""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
156,The distance between Ke3Y and Cx1Wj should be less than 90.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Ke3Y""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 35, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Cx1Wj""}, {""start"": 35, ""end"": 45, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 46, ""end"": 55, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 56, ""end"": 58, ""type"": ""Parameter"", ""entity"": ""90""}, {""start"": 58, ""end"": 58, ""type"": ""DESC"", ""entity"": "".""}]"
157,The separation between Zk8V and Oq5Gp should be less than 0.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 27, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Zk8V""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 32, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Oq5Gp""}, {""start"": 37, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 48, ""end"": 57, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 58, ""end"": 59, ""type"": ""Parameter"", ""entity"": ""0""}, {""start"": 59, ""end"": 59, ""type"": ""DESC"", ""entity"": "".""}]"
158,The distance between Jh4D and Nt3Xc should be less than or equal to 13.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Jh4D""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 35, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Nt3Xc""}, {""start"": 35, ""end"": 45, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 46, ""end"": 67, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 68, ""end"": 70, ""type"": ""Parameter"", ""entity"": ""13""}, {""start"": 70, ""end"": 70, ""type"": ""DESC"", ""entity"": "".""}]"
159,The separation between Zx2A and Pr9UwB should be less than or equal to 56.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 27, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Zx2A""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 32, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Pr9UwB""}, {""start"": 38, ""end"": 48, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 49, ""end"": 70, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 71, ""end"": 73, ""type"": ""Parameter"", ""entity"": ""56""}, {""start"": 73, ""end"": 73, ""type"": ""DESC"", ""entity"": "".""}]"
160,The distance between eM9F and yJ2Z should be greater than 35.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""eM9F""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""yJ2Z""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 57, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 58, ""end"": 60, ""type"": ""Parameter"", ""entity"": ""35""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
161,The separation between Yr8J and Qf1dS should be greater than 63.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 27, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Yr8J""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 32, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Qf1dS""}, {""start"": 37, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 48, ""end"": 60, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 61, ""end"": 63, ""type"": ""Parameter"", ""entity"": ""63""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
162,The distance between Zx1BvR and Ut3A should be greater than or equal to -189.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 27, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Zx1BvR""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 32, ""end"": 36, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Ut3A""}, {""start"": 36, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 47, ""end"": 71, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 72, ""end"": 76, ""type"": ""Parameter"", ""entity"": ""-189""}, {""start"": 76, ""end"": 76, ""type"": ""DESC"", ""entity"": "".""}]"
163,The separation between Qs5tD and Nc7XjMz should be greater than or equal to 10.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Qs5tD""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 40, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Nc7XjMz""}, {""start"": 40, ""end"": 50, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 51, ""end"": 75, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 76, ""end"": 78, ""type"": ""Parameter"", ""entity"": ""10""}, {""start"": 78, ""end"": 78, ""type"": ""DESC"", ""entity"": "".""}]"
164,The distance between pAq2W and TjL4k should equal 12.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""pAq2W""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 36, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""TjL4k""}, {""start"": 36, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 44, ""end"": 49, ""type"": ""DisteqValue"", ""entity"": ""equal""}, {""start"": 50, ""end"": 52, ""type"": ""Parameter"", ""entity"": ""12""}, {""start"": 52, ""end"": 52, ""type"": ""DESC"", ""entity"": "".""}]"
165,The distance between qZr9g and eNt3P should not exceed 86.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""qZr9g""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 36, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""eNt3P""}, {""start"": 36, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 44, ""end"": 54, ""type"": ""DistneValue"", ""entity"": ""not exceed""}, {""start"": 55, ""end"": 57, ""type"": ""Parameter"", ""entity"": ""86""}, {""start"": 57, ""end"": 57, ""type"": ""DESC"", ""entity"": "".""}]"
166,The distance between xY7j and hM5bD should not exceed 3.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""xY7j""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 35, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""hM5bD""}, {""start"": 35, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 43, ""end"": 53, ""type"": ""DistneValue"", ""entity"": ""not exceed""}, {""start"": 54, ""end"": 55, ""type"": ""Parameter"", ""entity"": ""3""}, {""start"": 55, ""end"": 55, ""type"": ""DESC"", ""entity"": "".""}]"
167,The distance between cGh7K and vB2qR should exceed -78.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""cGh7K""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 36, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""vB2qR""}, {""start"": 36, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 44, ""end"": 50, ""type"": ""DistgtValue"", ""entity"": ""exceed""}, {""start"": 51, ""end"": 54, ""type"": ""Parameter"", ""entity"": ""-78""}, {""start"": 54, ""end"": 54, ""type"": ""DESC"", ""entity"": "".""}]"
168,The distance between pJ8mSd and xT9cG should exceed or equal 976.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 27, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""pJ8mSd""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 32, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""xT9cG""}, {""start"": 37, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 45, ""end"": 60, ""type"": ""DistgeValue"", ""entity"": ""exceed or equal""}, {""start"": 61, ""end"": 64, ""type"": ""Parameter"", ""entity"": ""976""}, {""start"": 64, ""end"": 64, ""type"": ""DESC"", ""entity"": "".""}]"
169,The separation between Tm4aB and Gp2kH must equal 20 units precisely.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Tm4aB""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Gp2kH""}, {""start"": 38, ""end"": 43, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 44, ""end"": 49, ""type"": ""DisteqValue"", ""entity"": ""equal""}, {""start"": 50, ""end"": 52, ""type"": ""Parameter"", ""entity"": ""20""}, {""start"": 52, ""end"": 68, ""type"": ""DESC"", ""entity"": "" units precisely.""}]"
170,The separation between Ex8cL and sV3fX must measure exactly 32 units.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Ex8cL""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""sV3fX""}, {""start"": 38, ""end"": 43, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 44, ""end"": 59, ""type"": ""DisteqValue"", ""entity"": ""measure exactly""}, {""start"": 60, ""end"": 62, ""type"": ""Parameter"", ""entity"": ""32""}, {""start"": 62, ""end"": 68, ""type"": ""DESC"", ""entity"": "" units.""}]"
171,The separation between zY9wD and qN7pE must not equal 18 units precisely.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""zY9wD""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""qN7pE""}, {""start"": 38, ""end"": 43, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 44, ""end"": 53, ""type"": ""DistneValue"", ""entity"": ""not equal""}, {""start"": 54, ""end"": 56, ""type"": ""Parameter"", ""entity"": ""18""}, {""start"": 56, ""end"": 72, ""type"": ""DESC"", ""entity"": "" units precisely.""}]"
172,The separation between fR6uH and Kt2bM must not measure exactly 33 units.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""fR6uH""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Kt2bM""}, {""start"": 38, ""end"": 43, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 44, ""end"": 63, ""type"": ""DistneValue"", ""entity"": ""not measure exactly""}, {""start"": 64, ""end"": 66, ""type"": ""Parameter"", ""entity"": ""33""}, {""start"": 66, ""end"": 72, ""type"": ""DESC"", ""entity"": "" units.""}]"
173,The separation between VqP8wE and AkbM must be greater than 18 units precisely.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 29, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""VqP8wE""}, {""start"": 29, ""end"": 33, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 34, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""AkbM""}, {""start"": 38, ""end"": 46, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 47, ""end"": 59, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 60, ""end"": 62, ""type"": ""Parameter"", ""entity"": ""18""}, {""start"": 62, ""end"": 78, ""type"": ""DESC"", ""entity"": "" units precisely.""}]"
174,The separation between RxA9dE and DkY2nC must measure greater than 33 units.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 29, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""RxA9dE""}, {""start"": 29, ""end"": 33, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 34, ""end"": 40, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""DkY2nC""}, {""start"": 40, ""end"": 53, ""type"": ""DESC"", ""entity"": "" must measure""}, {""start"": 54, ""end"": 66, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 67, ""end"": 69, ""type"": ""Parameter"", ""entity"": ""33""}, {""start"": 69, ""end"": 75, ""type"": ""DESC"", ""entity"": "" units.""}]"
175,The separation between jZ9mB and Qp6uRyT must be greater than or equal to 20 units precisely.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""jZ9mB""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 40, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Qp6uRyT""}, {""start"": 40, ""end"": 48, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 49, ""end"": 73, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 74, ""end"": 76, ""type"": ""Parameter"", ""entity"": ""20""}, {""start"": 76, ""end"": 92, ""type"": ""DESC"", ""entity"": "" units precisely.""}]"
176,The separation between Df6bM and Cx1sV must measure greater than or equal to 28 units.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Df6bM""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Cx1sV""}, {""start"": 38, ""end"": 51, ""type"": ""DESC"", ""entity"": "" must measure""}, {""start"": 52, ""end"": 76, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 77, ""end"": 79, ""type"": ""Parameter"", ""entity"": ""28""}, {""start"": 79, ""end"": 85, ""type"": ""DESC"", ""entity"": "" units.""}]"
